pid,sentence1,sentence2,label
28248,I need invoice copy,Give me invoices,1
5600,Big Basket Gift Cards,"Hi, I am interested in Big Basket gift cards .",1
32236,what type of reminders can you set,schedule a reminder exercise,0
24605,auto connect for iOS,about auto connect,0
71061,Do u have any promocode,Any Discount on Movie Ticket,0
5249,Got my OTP,did not get OTP,1
23191,how to join contest,View already joined contests,0
73406,Open account,What are the benefits of opening an account with you?,0
35904,i want to book train ticket,Book train,1
40182,Did not receive,cash back not received,0
42758,When the cricket price will be announced,Show me cricket prices,0
13678,Can you remind me to jog,"Hey, can you set a reminder for me to exercise?  .",1
70425,how to use cashback,How can I use coupon code in flights,0
9446,show your picture,I want ur no.,0
75466,"Hey, can you remind me to call someone?   .",Can you remind me to call someone,1
72523,Current Status of PNR train,check rail pnr,1
66472,point of contact for organising events,college would like to organise event,0
11671,Some awesome cashback offers on flights.,Is there student concession flights,0
57061,Mutual Funds,Mutual funds for Beginners,0
50238,Its very slow,its still slow,0
25928,I had a hard time paying for my ticket,Paying for my ticket was quick,0
163,show me ur picture,Your pic pls,1
31589,Want to know Survival Benefits of GCAP,Need to know the Survival Benefits of saral nivesh plan,0
65387,unable to pay,how to pay for paid internet,0
13176,Hard to make payment for booking,Making my payment was easy,0
29783,Wisdom Teeth May Need To Be Removed?,Procedure to remove the tooth,0
73062,tell me about discount deal on flights,Give me best offers on flights,0
3463,I need a reminder for exercising,view reminders,0
69209,any offer on mobikwik,any offers currently available on flight tickets,0
19764,signup fee refund,sign up fee refund,1
70447,How much time you will take for refund my money,Refund my money,0
8268,remind me regarding,remind me regarding ,0
73063,I will book from other site you are overcharging,railway tickets Booking from your side,0
6599,Flight status,I want flight status,1
70597,Kolkata to Bangkok fair,mumbai to pune,1
37924,order food,i want to order food,1
35597,Phone pay cash back applicable,Let me know if there are any cash back offers,0
3270,Show more Health Tips,show more reminders,0
36107,I got no sim card,not getting pin,0
50633,Want to book a train,book train tickets,1
11447,Check flight rate,cancel flight fare alert,0
9981,set a reminder walk,schedule a reminder,0
38154,remind me drink water,call to remind drink water,1
537,That's the right order ID,Please help me find my order ID,0
62653,corporate group size,Minimum group Size,0
35156,any offers currently available on flight booking,For flights any offer is going on,0
16512,I will give already 72 hours,72 hours already,0
30408,Delete all the messages,Cancel all of my subscriptions,0
26367,Give me your mobile number,Give me your phone number,1
11564,What is the score,What is the score now,1
1445,I had trouble cancelling my ticket,Cancelling my ticket was simple,0
7529,cab to home,home to work,1
24836,Are all meals included in a Customized holiday?,Is airfare included in the Customized holidays price?,0
6497,flights to Dubai,flight tickets from mumbai to delhi,0
45970,reminder for birthday,set a reminder birthday,1
67043,I got no sim card,didn't get message,0
58774,Show all available resorts,check available resorts,0
8342,when level up calculation happens,when is level up calculated,1
50835,set reminder exercise,want reminder for exercise,1
63716,Give me information of Term Plan,Give me information of Total secure,0
40242,Any Coupons available on uber booking.,want to book uber,0
17982,phonepe cashback not received,sir I am cashback not receive,0
71838,I need to book a flight,like to purchase Flight Tickets,1
11742,Can you share the Survival benefits?,survival benefit of WAAC,0
41379,Is Amazon cash back offer valid for electricity bill payment,Electric bill,0
62794,i cannot connect,Airport can't connect,0
559,Change Relationship Manager,unable to contact relationship manager,0
27881,I want to book flight tickets for Diwali,I want to book round trip,0
33620,Can I order online,Do u deliver online order,1
7229,apply for gold loan,gold loan please,1
26571,What are safety checkpoints?,What safety should we expect?,0
4937,It was really bad,just too bad,0
69416,when will gk prizes be announced?,gk prizes,0
20917,eligibility to invest,Why pay a fee to invest own money,0
40744,What will be the premium for Criticare,what is the premium for Total Secure,0
57209,I want to play the quiz,We can play quiz,1
58070,who is winning,who r u,0
55887,Make my trip is giving cheap flights,show cheapest,0
73267,cricket prize announcement,cricket prizes,1
25973,Still not get cashbook,Still not received Amazon Cashback,0
14346,What are the cancellation charges,What is the cancellation policy for a group tour?,0
843,No i need to check fares for dec 23,i want to check in,0
31096,Resident Indian,non resident indian,0
6215,remind me about drink water,remind me about,0
31286,This is the correct order ID,That was the correct order number,0
60833,I am unable to see any plans on the page.,Unable to see any password,0
12086,please help to install,Can you arrange someone to help me?,0
2032,gk Terms and Conditions,Terms and Conditions,0
16388,Change wake up call,wake me up,0
18889,Which team will win the match today,Show me todays matches,0
29997,i want discount on flight tickets,looking for Flight Tickets,0
41391,What is the process of society formation,process society formation,1
1926,i want discount on flight tickets,I would like to book a flight ticket,0
71593,Can you schedule a reminder for exercise,set reminder,0
13229,I dont have visit id number,No visit fee,0
42873,what is my rank,what is my rank in cricket,0
34233,show  Flight Tickets,I want to book flight tickets.,0
49284,Today any ipl match,Next ipl match details,0
19879,want reminder for drink water,show my reminders,0
14667,bollywood prize announcement,May I know the prize for bollywood,0
6178,What time will duronto Ahmedabad to mumbai  come today,flight tickets from mumbai to delhi,0
6762,What will be the premium for GCAP,Need your help to know the Premium for GCAP,1
45589,Some awesome cashback offers on ola.,Are there any cashback offers,0
21498,"Hey, can you find me the nearest place for vehicle repair?  .",closest place with wifi,0
20819,Please stop sending me updates on flights,Give a update about that when the price is less,0
3522,todays ipl match results,Who won yesterday in Ipl match,0
31060,show me flights without any stop,suggest me Flight Tickets,0
47607,I want to book flight tickets for ID-E-MILAD,Book me a flight,0
32044,close my demat account,demat account,0
1037,auto connect apple,about auto connect,0
6265,Can you schedule a reminder for exercise,Can you schedule a reminder for meeting,0
46110,I want to know status of my flight,Status of flight,1
1154,Show me Non-Stop flights,Non-Stop Flights,1
46306,Still not getting connected.,not getting pin,0
47996,ok thank q,Ok....thank you,1
9783,When will I get the vouchers?,What if my vouchers get misplaced or damaged?,0
21062,set a wake-up call.,Can you set a wake   alarm for me?,1
3619,I would like to cancel my,I need to cancel a reminder,1
30777,Tell me more about HDFC Life Easy Health,Tell me more about cancer-care-insurance,0
14166,How will I get the bollywood prize,How I get a prize,0
9128,set a reminder drink water,set a reminder jog,0
18153,prepare a reminder medicine,want reminder for medicine,1
9640,want reminder for walk,need a reminder,0
3335,charge,How will you charge me for this.,0
32168,Unable to install,unable to connect,0
15064,to buy Flight Tickets,provide me Flight Tickets,0
12517,Is mutual funds risky?,Mutual funds,0
9342,Need to know the charges of full body cover,may i know the charge of the test,0
45673,Is this actually a person I am talking to???,I don't want to talk to Machines,0
36641,want to buy Flight Tickets,New flight booking,0
8740,I want to pay my phone bill,Hi! I want to pay my phone bill .,1
28235,book flight for 2 adults,check a flight on 23 october,0
7323,I got no sim card,not getting otp,0
601,Want to book a train,I want to book ticket,0
8452,All reminder cancel,cancel,0
53,login issues,facing issues with login,1
40317,I want advance full body check price,My body is full time ache,0
18590,why are you charging convenience fee,How much is convenience fee,0
60579,I want to book flight tickets Can you help me,Book me a flight,0
47156,i want to change my team,How to change password on mobile,0
26030,what is mantralaya level grievance,Mantralaya Level,0
29887,No OTP received yet,One time password Received,1
5314,don't send series updates,Give me series updates,0
