pid,sentence1,sentence2
35252,enroll nominee to demat account,demat account
20653,I cant find my lab ID,I can't find the password
23092,any discount on flight booking,any offers on buses
46842,recommend Flight Tickets,give me flight fare alerts
5185,Need your help to know the Premium for criticare,Need your help to know the Premium for GCAP
36976,"Hey, can you remind me to take my medicines?  . .",remind me to take medicine every friday
19226,Will you send the tickets via mail,Need tickets
25047,Find my application ID,change details on application id
40996,How to update the app,How to update my account
61542,Customer care no,Customer care
64409,body sales growth last year,Vaseline sales growth
20061,Inform me when the fare decreases,Remind me when fares drop
8127,I would like to cancel my Quiz reminder,Cancel Quiz Reminder
45138,Roles in new upcoming movie,List of upcoming movies
53187,What is calorific value,Gross Calorific Value
54743,I want to book flight tickets.,domestic flights booking
44042,Key features please,key features of my life
8617,pay entry fee for contests,My entry fees has been refunded
61747,Cancel this transaction,Can you or can you not cancel the transaction
11089,make me remember jog,make me remember
39582,remind to call,call to remind jog
49807,I am getting all these flights for 5000 or 6000,Row 12 or 13
29788,tell me about discount deal on flight booking,i want offer on flight tickets
33161,Send me flight timings from Mumbai to Delhi,recommend Flight Tickets
5152,Please book a flight,book flight later
68930,Can I pay using Haptic Wallet,pay using haptik wallet
9378,Default bank account change procedure,I have transferred from default bank account through NEFT
37381,From what date defect liability period starts?,From what date is the maintenance amount due?
8424,Documents upload issue,upload issue
71430,do I have near by lab for the same?,Nearby lab
20466,important features of total secure,What are the important features of WAAC
46003,did not get cashback,did not get my
11051,How can  Vaseline penetration be increased?,Vaseline penetration be increased
36212,Help me find railway status,"Hello, can you help me find a repair service?"
25880,Key features of Total Secure,Key Features
67368,dont no,No
58730,Trading Account,Open Trading Account
44793,close account,"I have holdings in my Demat account, can I close my Demat account without transferring my shares?"
15940,I need to cancel my daily reminders,I would like to cancel my daily horoscope
36693,No password received yet,received password
1157,Others(Upto 75lacs),Women(Upto 75lacs)
15122,features of GCAP,Share the Key Features of GCAP
31485,How can we have an appointment to discuss opportunities?,I want to have an appointment to discuss opportunities.
3811,Didnt receive cashback,Didn't receive Refund
37704,Can we get external trainers to conduct workshops at evolve?,external trainers to conduct workshop
28488,link my aadhar to demat?,Is it important to have a demat account?
5289,Treatment for canker sores,Canker sores contagious?
39257,What is the mode of payment in case of a refund?,different payment modes
4227,Already it is booked for home collection,visit for home collection
2614,I want to paint my home,paint home
10892,remind me my jog,call to remind exercise
52205,How can I apply coupon code in trains,How can I use coupon code in flights
75091,to buy Flight Tickets,I want to get a flight booked
18837,remind me about medicine,remind me about
1307,cashback on flights,I want to know about the flight offers
49523,I want to know fare for entire month,may i know the rate of the test
15274,want reminder for jog,I need a reminder for meeting
21052,gold loan please,loan
24936,collect my registered agreement,What is applicable in terms of MOFA registered agreement project under RERA ?
55495,Any cash back with recharges?,any cash back
569,Show for 7pm,I want 15 no seat
73206,search flights,provide me Flight Tickets
6757,Can I exchange your cylinder with that of another LPG supplier,check for another cylinder
39906,remind me about,What can you remind me about
64485,not getting verification mail,My verification is getting issue
69676,i want to go to bengluru,to go out picture
44690,suggest me Flight Tickets,I want to book flight tickets Can you help me
67703,Home Loan,Online home loans
42399,I want to book ticket,I want to book bus tickets for New Year
35911,name,change my name
20068,Lightning Cables,"Hi, I want to know the price of 2 in 1(Micro and Lightning) cable ."
33875,Today ipl schedule,Yesterday ipl match who won
70206,why are you charging convenience fee,How much is the convenience fees
47497,send me your photo,Give me your pic
65433,I want to download my report,How can I download my report
20218,Can I book rail ticket through this app,book train tickets
17662,call to remind jog,remind me for exercise
42186,Can I use the bigger cylinders for my Hotel ?,what is the procedure to get bigger cylinder
27129,Visa required,I want visa information
28563,4 KG Cylinder,i want to buy 4kg cylinder
36981,cricket Leadership board,bollywood Leadership board
22706,Play game,let's play games
37928,Send me the ticket on my mail,already sent the ticket
60653,I need flight,provide me Flight Tickets
33793,meaning of types of administration,How to select type of Administration
52806,Book a flight from Mumbai to Delhi,please show me return flights from
64407,benefits of industrial lpg,Industrial LPG products
12326,repay my loan ahead of given time,Can you help me in repaying the loan
58854,Any cashback on flights,Tutorial for flights cashback
63193,I want my money back,cash back nahi aaya
4530,Help me with Survival Benefits of saral nivesh,Assist me with Survival Benefits of saral nivesh plan
14430,change nominee details,Can i change the nominee if already updated
6187,I want to book a flight,I would like to book a flight ticket
54406,Help me with Survival benefits,Give me information about Survival Benefits
3022,My dream house,Hi! Please help me plan for my dream house. .
62903,Motivation,Motivational reminder
3499,How to spend cahsback,how to redeem
1965,Explain me the key features of Total Secure,Total Secure plus
7981,I want to book flight tickets for New Year,I want to book flight tickets for Christmas
1959,Default bank account change procedure,Address change procedure
49441,can i use an old pin,i have an old pin
33981,How to delete the app,cancel app
8161,Share nearby cinema hall,share me nearby wi-fi
6397,I don't need your help,I want ur number
10701,Call not received,I have not received dividend
41683,Landline bill payment is available?,Landline Bill payment
42805,Check Cricket Score & Rank,what is my position on the cricket leaderboard
27619,What documents are required for LOI?,"What documents are required for the new connection ?
What documents Customer gets at the time getting the new connection?"
5778,connect to net,hw to connect
24601,want trains from,List of train
3133,How much time will it take??,Will it take time?
10910,I want invoices for my test,Send the invoice
31397,customize corporate tours,corporate tour min group size
32279,bollywood prize announcement,show all bollywood prizes
2862,I didnt got my cashback,When will i get cashback
17246,recommend Flight Tickets,Send me flight timings from Mumbai to Delhi
7356,its not working,Not yet
26404,to buy Flight Tickets,Can you check flight ticket availabilty
64865,How to know my application status?,How to login
49119,Do u have any promocode,Any Discount on Movies
12255,I want to open my report,I want to open a Franchisee
17297,I need 2 tickets,i want 12B 12C
50153,Book a flight,why extra charge on flight booking
